recall_id,title,organization,product_name,issue,category,updated_at,data_received_at,issue_category
77488,Solana® Bordetella Complete Assay,Medical devices,Solana® Bordetella Complete Assay,Performance,,2025-05-22,2025-06-20 15:13:01.237253,Microbiology
77490,TARO-GLICLAZIDE MR: may contain the presence of pink coloured stain (identified as Candesartan Cilexetil),Drugs and health products,TARO-GLICLAZIDE MR,Product safety,,2025-05-22,2025-06-20 15:13:01.237253,Drugs
77477,Affinity 4 Birthing Bed,Medical devices,Affinity 4 Birthing Bed,Performance,,2025-05-22,2025-06-20 15:13:01.237253,General hospital and personal use
77475,Montessori Busy Board 20 in 1 Toy recalled due to choking hazard,Consumer product safety,Wondertoys Montessori Busy Board 20 in 1 Toy,Choking hazard,,2025-05-22,2025-06-20 15:13:01.237253,Toys and games
77239,Transport Canada Recall - 2025168 - BMW,TC,Car recalled by BMW,Electrical,SUV,2025-05-22,2025-06-20 15:13:01.237253,Car
77474,Powerheart AED G5,Medical devices,Powerheart AED G5,Performance,,2025-05-21,2025-06-20 15:13:01.237253,Cardiovascular
77476,Triton 36 Ultrasonic Cleaner,Medical devices,Triton 36 Ultrasonic Cleaner,Performance,,2025-05-21,2025-06-20 15:13:01.237253,General hospital and personal use
77478,Muse Client Software-Only,Medical devices,Muse Client Software-Only,Performance,,2025-05-21,2025-06-20 15:13:01.237253,Cardiovascular
77480,Muse Everyware Application/Server,Medical devices,Muse Everyware Application/Server,Performance,,2025-05-21,2025-06-20 15:13:01.237253,General hospital and personal use
77484,Transport Canada Recall - 2025244 - VOLKSWAGEN,TC,SUV recalled by VOLKSWAGEN,Engine,,2025-05-20,2025-06-20 15:13:01.237253,SUV
77494,Glenwood brand Teriyaki Beef Jerky Slab recalled due to chloramphenicol,CFIA,Teriyaki Beef Jerky Slab,Contamination,,2025-05-20,2025-06-20 15:13:01.237253,Processed
77486,Transport Canada Recall - 2025247 - FIAT CHRYSLER AUTOMOBILES,TC,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Airbag,,2025-05-20,2025-06-20 15:13:01.237253,Light Truck & Van
77485,Transport Canada Recall - 2025246 - FIAT CHRYSLER AUTOMOBILES,TC,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Lights And Instruments,,2025-05-20,2025-06-20 15:13:01.237253,Light Truck & Van
77482,Transport Canada Recall - 2025237 - GOODBABY,TC,Child Car Seat recalled by GOODBABY,Other,,2025-05-20,2025-06-20 15:13:01.237253,Child Car Seat
77483,Transport Canada Recall - 2025239 - GOODBABY,TC,Child Car Seat recalled by GOODBABY,Label,,2025-05-20,2025-06-20 15:13:01.237253,Child Car Seat
77481,Transport Canada Recall - 2025236 - GOODBABY,TC,Child Car Seat recalled by GOODBABY,Label,,2025-05-20,2025-06-20 15:13:01.237253,Child Car Seat
77473,Broselow Pediatric Emergency Rainbow Tape,Medical devices,Broselow Pediatric Emergency Rainbow Tape,Labelling and packaging,,2025-05-20,2025-06-20 15:13:01.237253,General hospital and personal use
77364,Transport Canada Recall - 2025222 - CANADIAN MOTOR IMPORT INC.,TC,Restricted-Use Vehicle recalled by CANADIAN MOTOR IMPORT INC.,Structure,,2025-05-20,2025-06-20 15:13:01.237253,Restricted-Use Vehicle
77471,Al Kanater brand Tahini recalled due to Salmonella,CFIA,Tahini,Salmonella,,2025-05-18,2025-06-20 15:13:01.237253,Other
77464,Adult Manual Resuscitator,Medical devices,Adult Manual Resuscitator,Performance,,2025-05-16,2025-06-20 15:13:01.237253,Anaesthesiology
77470,Transport Canada Recall - 2025264 - NISSAN,TC,SUV recalled by NISSAN,Visual System,SUV,2025-05-16,2025-06-20 15:13:01.237253,Light Truck & Van
77463,"Fake Viagra seized from Pacific Fresh Food Market in Pickering, ON",Communications and Public Affairs Branch,Counterfeit Viagra (100 mg sildenafil tablets),Product safety - Unauthorized product,,2025-05-16,2025-06-20 15:13:01.237253,Drugs
77462,ALLEVIATE Relief Stick: undeclared ingredients and missing risk statements ,Drugs and health products,ALLEVIATE Relief Stick,Product safety,,2025-05-16,2025-06-20 15:13:01.237253,Natural health products
77453,Ashland 10-inch and 14-inch Two-Bar Casement Window Hinge Tracks recalled due to impact hazard,Consumer product safety,Ashland 10-inch and 14-inch Two-Bar Casement Window Hinge Tracks,Impact hazard,,2025-05-16,2025-06-20 15:13:01.237253,Building materials and supplies
77382,Expanded Recall: Certain Boutique Chic All Smiles Spinner Jewellery recalled due to lead in excess of allowable limits  ,Consumer product safety,"Boutique Chic All Smiles Spinner Necklace, Bracelet and Ring",Chemical hazard,,2025-05-16,2025-06-20 15:13:01.237253,Jewellery
77465,Transport Canada Recall - 2025253 - FORD,TC,SUV recalled by FORD,Structure,,2025-05-15,2025-06-20 15:13:01.237253,SUV
77472,Hellman's brand Classic Burger Sauce recalled due to bloating and spoilage,CFIA,Classic Burger Sauce,Other,,2025-05-15,2025-06-20 15:13:01.237253,Condiments
77469,Transport Canada Recall - 2025262 - KEYSTONE,TC,RV Trailer recalled by KEYSTONE,Structure,,2025-05-15,2025-06-20 15:13:01.237253,RV Trailer
77468,Transport Canada Recall - 2025260 - FORD,TC,Light Truck & Van recalled by FORD,Visual System,Light Truck & Van - SUV - Truck - Med. & H.D.,2025-05-15,2025-06-20 15:13:01.237253,Car
77467,Transport Canada Recall - 2025257 - FORD,TC,SUV recalled by FORD,Steering,SUV,2025-05-15,2025-06-20 15:13:01.237253,Light Truck & Van
77466,Transport Canada Recall - 2025255 - FORD,TC,SUV recalled by FORD,Visual System,,2025-05-15,2025-06-20 15:13:01.237253,SUV
77446,Rollers Tile for PlayTab Modular Activity Board recalled due to potential ingestion hazard,Consumer product safety,Rollers Tile for PlayTab Modular Activity Board,Ingestion hazard,,2025-05-15,2025-06-20 15:13:01.237253,Toys and games
77458,DEXIS NOMAD Pro 2,Medical devices,DEXIS NOMAD Pro 2,Device compatibility,,2025-05-15,2025-06-20 15:13:01.237253,Dental
74876,Transport Canada Recall - 2023705 - FORD,TC,Light Truck & Van recalled by FORD,Powertrain,,2025-05-15,2025-06-20 15:13:01.237253,Light Truck & Van
77403,Hanchen Home Radon Detector recalled due to inaccurate radon detection,Consumer product safety,Hanchen Home Radon Detector,Chemical hazard,,2025-05-15,2025-06-20 15:13:01.237253,Electronics
75236,Transport Canada Recall - 2024157 - FORD,TC,SUV recalled by FORD,Structure,,2025-05-15,2025-06-20 15:13:01.237253,SUV
77456,Umbilical Vessel Catheters,Medical devices,Umbilical Vessel Catheters,Labelling and packaging,,2025-05-15,2025-06-20 15:13:01.237253,General hospital and personal use
77454,Novum IQ LVP,Medical devices,Novum IQ LVP,Performance,,2025-05-14,2025-06-20 15:13:01.237253,General hospital and personal use
77460,Transport Canada Recall - 2025250 - GENERAL MOTORS,TC,Light Truck & Van recalled by GENERAL MOTORS,Seats And Restraints,,2025-05-14,2025-06-20 15:13:01.237253,Light Truck & Van
77455,OBM - Digital Acquisition Box,Medical devices,OBM - Digital Acquisition Box,Labelling and packaging,,2025-05-14,2025-06-20 15:13:01.237253,Neurology
72494,Transport Canada Recall - 2022740 - MERCEDES-BENZ,TC,Car recalled by MERCEDES-BENZ,Structure,,2025-05-14,2025-06-20 15:13:01.237253,Car
66464,Transport Canada Recall - 2019668 - MERCEDES-BENZ,TC,Car recalled by MERCEDES-BENZ,Structure,,2025-05-14,2025-06-20 15:13:01.237253,Car
65387,Transport Canada Recall - 2021478 - MERCEDES-BENZ,TC,Car recalled by MERCEDES-BENZ,Structure,,2025-05-14,2025-06-20 15:13:01.237253,Car
77442,DeckWise® Deck & Wood Brightener (16oz) recalled due to improper labelling and lack of child-resistant packaging,Consumer product safety,DeckWise® Deck & Wood Brightener,Labelling and packaging,,2025-05-13,2025-06-20 15:13:01.237253,Chemicals
77443,Various Hair Dryers sold on AliExpress.com recalled due to risk of electric shock,Consumer product safety,Various Hair Dryers sold on AliExpress.com,Electrical hazard,,2025-05-13,2025-06-20 15:13:01.237253,Electronics
77457,Transport Canada Recall - 2025245 - DAIMLER TRUCK NORTH AMERICA,TC,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Brakes,Med. & H.D.,2025-05-13,2025-06-20 15:13:01.237253,Truck
77459,Poppies brand Mini Éclairs recalled due to generic E. coli,CFIA,Mini Éclairs,E. Coli - non-pathogenic,,2025-05-13,2025-06-20 15:13:01.237253,Other
77445,Pumpkin seeds recalled due to Salmonella,CFIA,Pumpkin seeds,Salmonella,,2025-05-12,2025-06-20 15:13:01.237253,"Nuts, grains, and seeds"
77451,Hak brand Kale and Spinach recalled due to pieces of rubber,CFIA,Kale and Spinach,Extraneous Material,,2025-05-12,2025-06-20 15:13:01.237253,Fruits and vegetables
77450,Hak brand Boerenkool and Spinazie recalled due to pieces of rubber,CFIA,Boerenkool and Spinazie,Extraneous Material,,2025-05-12,2025-06-20 15:13:01.237253,Multiple food items
77397,Transport Canada Recall - 2025233 - VOLVO,TC,SUV recalled by VOLVO,Visual System,Car,2025-05-12,2025-06-20 15:13:01.237253,SUV
77430,"Midas Rex Legend, Burr-Tapered",Medical devices,"Midas Rex Legend, Burr-Tapered",Performance,,2025-05-12,2025-06-20 15:13:01.237253,Orthopaedics
77331,Transport Canada Recall - 2025213 - MERCEDES-BENZ,TC,Car recalled by MERCEDES-BENZ,Electrical,SUV,2025-05-12,2025-06-20 15:13:01.237253,Car
77433,Organic pumpkin seeds recalled due to Salmonella,CFIA,Pumpkin seeds,Salmonella,,2025-05-10,2025-06-20 15:13:01.237253,"Nuts, grains, and seeds"
77448,Fruit Dôme brand Thyme recalled due to pathogenic E.coli,CFIA,Thyme,E. Coli - other pathogenic,,2025-05-10,2025-06-20 15:13:01.237253,Herbs and spices
77452,Blue Harbour brand Raw White Shrimp recalled due to undeclared sulphites ,CFIA,Raw White Shrimp,Sulphites,,2025-05-10,2025-06-20 15:13:01.237253,Fish and seafood
77449,Organic Euro Pumpkin Seeds recalled due to Salmonella,CFIA,Organic Euro Pumpkin Seeds,Salmonella,,2025-05-09,2025-06-20 15:13:01.237253,"Nuts, grains, and seeds"
77447,"Cucina & Amore brand Pesto Alla Genovese Basil recalled due to undeclared Brazil nuts, pine nuts and milk",CFIA,Pesto Alla Genovese Basil,Tree nut - Milk,,2025-05-09,2025-06-20 15:13:01.237253,Other
77441,Transport Canada Recall - 2025252 - HEARTLAND,TC,RV Trailer recalled by HEARTLAND,Structure,,2025-05-09,2025-06-20 15:13:01.237253,RV Trailer
77436,Transport Canada Recall - 2025234 - KEYSTONE,TC,RV Trailer recalled by KEYSTONE,Structure,,2025-05-09,2025-06-20 15:13:01.237253,RV Trailer
77440,Transport Canada Recall - 2025248 - KZ  RECREATIONAL VEHICLES,TC,RV Trailer recalled by KZ  RECREATIONAL VEHICLES,Structure,,2025-05-09,2025-06-20 15:13:01.237253,RV Trailer
77439,Transport Canada Recall - 2025243 - VOLVO,TC,SUV recalled by VOLVO,Visual System,,2025-05-09,2025-06-20 15:13:01.237253,SUV
77438,Transport Canada Recall - 2025241 - HYUNDAI,TC,SUV recalled by HYUNDAI,Engine,,2025-05-09,2025-06-20 15:13:01.237253,SUV
77437,Transport Canada Recall - 2025240 - BLUE BIRD,TC,School Bus recalled by BLUE BIRD,Seats And Restraints,,2025-05-09,2025-06-20 15:13:01.237253,School Bus
77427,Vitros Chemistry Products System - CRP Slides (C-Reactive Protein),Medical devices,Vitros Chemistry Products System - CRP Slides (C-Reactive Protein),Labelling and packaging,,2025-05-09,2025-06-20 15:13:01.237253,Immunology
77432,Fake Viagra seized from Queen St. Variety store in Toronto,Communications and Public Affairs Branch,Counterfeit Viagra (100 mg sildenafil tablets),Product safety - Unauthorized product,,2025-05-09,2025-06-20 15:13:01.237253,Drugs
77429,"Hugo RAS Tower, 120v",Medical devices,"Hugo RAS Tower, 120v",Performance,,2025-05-09,2025-06-20 15:13:01.237253,General and plastic surgery
77428,Ortho Connect,Medical devices,Ortho Connect,Performance,,2025-05-09,2025-06-20 15:13:01.237253,Cardiovascular
77425,Ortho Vision Analyzer,Medical devices,Ortho Vision Analyzer,Performance,,2025-05-09,2025-06-20 15:13:01.237253,Haematology
76858,Transport Canada Recall - 2025012 - FIAT CHRYSLER AUTOMOBILES,TC,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Powertrain,,2025-05-09,2025-06-20 15:13:01.237253,SUV
66943,Transport Canada Recall - 2019159 - HONDA,TC,SUV recalled by HONDA,Lights And Instruments,,2025-05-09,2025-06-20 15:13:01.237253,SUV
77431,EntraFlo Nutrition Delivery System Enteral Feeding Pump,Medical devices,EntraFlo Nutrition Delivery System Enteral Feeding Pump,Labelling and packaging,,2025-05-09,2025-06-20 15:13:01.237253,General hospital and personal use
77407,OLAIAN and NABAIJI Kids’ surf ponchos recalled due to flammability hazard  ,Consumer product safety,OLAIAN and NABAIJI kids’ surf ponchos,Flammability hazard,,2025-05-08,2025-06-20 15:13:01.237253,Clothing and accessories
77426,Desipramine: Out of specification,Drugs and health products,Desipramine,Product safety,,2025-05-08,2025-06-20 15:13:01.237253,Drugs
77423,Clavicle Hook Plate,Medical devices,Clavicle Hook Plate,Sterility,,2025-05-08,2025-06-20 15:13:01.237253,Orthopaedics
77422,Med-Rx Extension Sets,Medical devices,Med-Rx Extension Sets,Performance,,2025-05-08,2025-06-20 15:13:01.237253,General hospital and personal use
77424,Palindrome Precision Sport Packs ,Medical devices,Palindrome Precision Sport Packs ,Sterility,,2025-05-08,2025-06-20 15:13:01.237253,General hospital and personal use
77389,Transport Canada Recall - 2025216 - MACK,TC,Truck - Med. & H.D. recalled by MACK,Engine,Med. & H.D.,2025-05-08,2025-06-20 15:13:01.237253,Truck
77374,Delta Gas Ball Valves recalled due to fire and burn hazards,Consumer product safety,Delta Gas Ball valves,Fire hazard - Burn hazard,,2025-05-08,2025-06-20 15:13:01.237253,Tools and accessories
77365,Transport Canada Recall - 2025230 - VOLVO,TC,Car recalled by VOLVO,Visual System,,2025-05-08,2025-06-20 15:13:01.237253,Car
76946,Expanded recall: Igloo 90-Quart Flip & Tow Rolling Coolers recalled due to fingertip amputation and crushing hazards ,Consumer product safety,Igloo 90-Quart Flip & Tow Rolling Coolers,Injury hazard,,2025-05-08,2025-06-20 15:13:01.237253,Outdoor living
77434,Paneriso brand Banana Chocolate Chip Muffins recalled due to pieces of metal,CFIA,Banana Chocolate Chip Muffins,Extraneous Material,,2025-05-07,2025-06-20 15:13:01.237253,Grain products
77414,Organic Traditions brand Jumbo Pumpkin Seeds recalled due to Salmonella,CFIA,Jumbo Pumpkin seeds,Salmonella,,2025-05-07,2025-06-20 15:13:01.237253,"Nuts, grains, and seeds"
77413,Drive Devilbiss Healthcare Car Charger Power Cord Accessory,Medical devices,Drive Devilbiss Healthcare Car Charger Power Cord Accessory,Performance,,2025-05-07,2025-06-20 15:13:01.237253,Anaesthesiology
77412,Beckman Coulter Au480 and Au680 Immunochemistry Systems,Medical devices,Beckman Coulter Au480 and Au680 Immunochemistry Systems,Performance,,2025-05-07,2025-06-20 15:13:01.237253,Chemistry
77411,Beckman Coulter Au Immunochemistry System - Apolipoprotein B,Medical devices,Beckman Coulter Au Immunochemistry System - Apolipoprotein B,Labelling and packaging,,2025-05-07,2025-06-20 15:13:01.237253,Chemistry
77410,Dexcom G7 iOS Continuous Glucose Monitoring (CGM) App,Medical devices,Dexcom G7 iOS Continuous Glucose Monitoring (CGM) App,Performance,,2025-05-07,2025-06-20 15:13:01.237253,General hospital and personal use
77406,Unicorn Bracelet Gift Box Set recalled due to lead in excess of allowable limits  ,Consumer product safety,Unicorn Bracelet Gift Box Set,Chemical hazard,,2025-05-07,2025-06-20 15:13:01.237253,Jewellery
77383,Health Canada warns that various Radon Gas Detectors sold on Amazon.ca may pose a health and safety risk due to inaccurate detection of radon levels,Consumer product safety,Various Radon Gas Detectors,Chemical hazard,,2025-05-07,2025-06-20 15:13:01.237253,Other
77317,Schalk Mühle brand Organic Austrian Pumpkin Seeds recalled due to Salmonella,CFIA,Organic Austrian Pumpkin Seeds,Salmonella,,2025-05-07,2025-06-20 15:13:01.237253,"Nuts, grains, and seeds"
77421,Transport Canada Recall - 2025242 - TOYOTA,TC,SUV recalled by TOYOTA,Airbag,Light Truck & Van - Car,2025-05-06,2025-06-20 15:13:01.237253,SUV
77420,Transport Canada Recall - 2025229 - TEMSA,TC,Bus recalled by TEMSA,Electrical,,2025-05-06,2025-06-20 15:13:01.237253,Bus
77418,Transport Canada Recall - 2025226 - BOMBARDIER RECREATIONAL PRODUCTS,TC,Motorcycle recalled by BOMBARDIER RECREATIONAL PRODUCTS,High Voltage,,2025-05-06,2025-06-20 15:13:01.237253,Motorcycle
77417,Transport Canada Recall - 2025225 - GENERAL MOTORS,TC,SUV recalled by GENERAL MOTORS,Engine,Light Truck & Van,2025-05-06,2025-06-20 15:13:01.237253,SUV
77416,Transport Canada Recall - 2025224 - FORD,TC,Light Truck & Van recalled by FORD,Visual System,Light Truck & Van - Truck - Med. & H.D.,2025-05-06,2025-06-20 15:13:01.237253,SUV
77415,Transport Canada Recall - 2025221 - VOLKSWAGEN,TC,Minivan recalled by VOLKSWAGEN,Seats And Restraints,,2025-05-06,2025-06-20 15:13:01.237253,Minivan
77150,Transport Canada Recall - 2025124 - POLARIS,TC,Restricted-Use Vehicle recalled by POLARIS,High Voltage,,2025-05-06,2025-06-20 15:13:01.237253,Restricted-Use Vehicle
76954,Transport Canada Recall - 2025049 - HONDA,TC,SUV recalled by HONDA,Seats And Restraints,,2025-05-06,2025-06-20 15:13:01.237253,SUV
74009,Transport Canada Recall - 2023386 - TOYOTA,TC,Car recalled by TOYOTA,Airbag,Car - Light Truck & Van,2025-05-06,2025-06-20 15:13:01.237253,SUV
77408,Captain's Choice brand Coconut Meat recalled due to Salmonella,CFIA,Coconut Meat,Salmonella,,2025-05-06,2025-06-20 15:13:01.237253,Frozen
77404,JAMP Pentoxifylline SR 400mg: Affected lot may contain Sitagliptin 100mg tablets. ,Drugs and health products,JAMP Pentoxifylline SR ,Product safety,,2025-05-05,2025-06-20 15:13:01.237253,Drugs
77409,Transport Canada Recall - 2025238 - BRINKLEY RV,TC,RV Trailer recalled by BRINKLEY RV,Structure,,2025-05-05,2025-06-20 15:13:01.237253,RV Trailer
77405,Hong Kong brand Shredded Coconut recalled due to Salmonella,CFIA,Shredded Coconut,Salmonella,,2025-05-05,2025-06-20 15:13:01.237253,Frozen
77402,JAMP-Pregabalin: One lot recalled as some bottles may contain 150 mg capsules,Drugs and health products,JAMP-Pregabalin ,Product safety,,2025-05-05,2025-06-20 15:13:01.237253,Drugs
77399,"Transport Canada Recall - 2025206 - NINEBOT (CHANGZHOU) TECH CO., LTD",TC,"Equipment recalled by NINEBOT (CHANGZHOU) TECH CO., LTD",Structure,,2025-05-05,2025-06-20 15:13:01.237253,Equipment
